country_iso3,date,event_cnt,tone_mean,polarity_mean,hub_events,tone_norm,polarity_norm,event_cnt_norm,hub_events_norm,simple_score,simple_score_norm,event_cnt_z
HRV,2016-01-19,2,,608.0,2,0,0.0137227463548955,0.0006788866259334691,0.0006793478260869565,0.00040742421559077893,0.0006790403593179648,-0.28046365429939735
HRV,2016-01-20,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-01-24,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-01-25,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-01-27,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-02-01,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
HRV,2016-02-07,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-02-09,2,,,2,0,0.0,0.0006788866259334691,0.0006793478260869565,0.00040742421559077893,0.0006790403593179648,-0.28046365429939735
HRV,2016-02-15,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
HRV,2016-02-16,2,,608.0,2,0,0.0137227463548955,0.0006788866259334691,0.0006793478260869565,0.00040742421559077893,0.0006790403593179648,-0.28046365429939735
HRV,2016-02-18,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-02-22,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-02-23,2,,,2,0,0.0,0.0006788866259334691,0.0006793478260869565,0.00040742421559077893,0.0006790403593179648,-0.28046365429939735
HRV,2016-02-24,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
HRV,2016-02-26,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-02-29,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
HRV,2016-03-01,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
HRV,2016-03-02,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-03-03,8,,265.5,8,0,0.0059924163770144,0.0047522063815342835,0.004755434782608696,0.0028519695091354528,0.004753282515225754,-0.19597873728583232
HRV,2016-03-10,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
HRV,2016-03-11,3,,,3,0,0.0,0.0013577732518669382,0.001358695652173913,0.0008148484311815579,0.0013580807186359296,-0.2663828347971365
HRV,2016-03-13,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-03-15,1,,1488.0,1,0,0.03358461607908635,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-03-16,1,,608.0,1,0,0.0137227463548955,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-03-18,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-03-21,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-03-25,7,,,7,0,0.0,0.004073319755600814,0.004076086956521739,0.0024445452935446736,0.004074242155907789,-0.21005955678809315
HRV,2016-03-26,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
HRV,2016-03-31,1,,,1,0,0.0,0.0,0.0,0.0,0.0,-0.29454447380165816
